town,score,number_of_posts
"Pocono Summit, PA",0.6336072072072072,222
"Douglassville, PA",0.3270267267267267,999
"Breckenridge, CO",0.26684810126582276,158
"Hughesville, PA",0.10207592592592593,324
"Monaca, PA",0.26125285412262156,473
"Mount Carmel, PA",0.2064658163265306,392
"Etters, PA",0.3318915178571429,448
"Euless, TX",0.24193271184548398,8957
"Glyndon, MN",0.15426842105263158,19
"El Paso, IL",0.3206714487632509,1415
"Yale, MI",0.052000000000000005,40
"Farwell, MN",0.295075,8
"Austin, MN",0.199136,200
"Beaumont, CA",0.21717882352941176,340
"Alamo, CA",0.4081513698630137,292
"Elizabeth City, NC",0.5137630057803468,346
"Stratton, VT",0.35254358974358974,39
"House Springs, MO",0.21695194369973192,1492
"Media, PA",0.3446177999084249,8736
"Savannah, TN",n/a,0
"Germantown, MD",0.27518148148148147,108
"Dallas, PA",0.2010979020979021,429
"Latrobe, PA",0.2402622273249139,871
"Kempton, PA",0.0,2
"Lynwood, IL",0.2664640625,1344
"Gifford, IL",0.1188375,8
"Whittier, CA",0.6270202508960574,558
"Winchester, KY",0.29044649702045416,6209
"Crab Orchard, KY",0.0,1
"Exeter, RI",0.31969914383561643,584
"Patchogue, NY",0.23291011904761905,336
"Harpersville, AL",0.12185789473684211,57
"Mountain Brk, AL",0.31873322859387276,1273
"Ford City, PA",0.3327537870472009,1822
"Noxen, PA",n/a,0
"Waterloo, IA",0.16862718446601943,618
"Lake Elmo, MN",0.35042900158478607,631
"Lutherville Timonium, MD",0.2563794520547945,73
"La Verkin, UT",0.5002444444444445,9
"Hardin, KY",0.235775,4
"Corinth, ME",0.2287274193548387,124
"Richmond, KS",0.3361041095890411,73
"Zion Grove, PA",0.09118163265306123,49
"Pequot Lakes, MN",0.17596821998320739,2382
"Thorndale, TX",0.26880166666666666,60
"Bauxite, AR",0.19445222929936307,157
"Black Rock, AR",0.3181111111111111,9
"Woodbury, MN",0.29789176587301586,5040
"Bellwood, PA",0.19252777777777777,72
"Americus, GA",0.10703571428571429,56
"Newark, DE",0.12606003460207613,578
"Roseto, PA",0.17820815217391306,368
"Cochranville, PA",0.23855485074626864,536
"East Longmeadow, MA",0.3434093908153702,5335
"Athens, GA",0.3202105263157895,190
"Lakemoor, IL",0.1486701754385965,57
"Eagle River, AK",0.27168471393242966,53781
"Holdingford, MN",0.0,7
"Pontiac, MI",0.2007265625,64
"Heber City, UT",0.28338371833084947,2684
"Sweetwater, TX",0.26172865497076025,342
"Ogden, KS",0.28450337078651683,89
"Ashland, KY",0.26641308225966304,1009
"Flatwoods, KY",0.14213924050632912,79
"Elko New Market, MN",0.30553043478260866,46
"Pleasant Grove, UT",0.3538700867052023,692
"Irmo, SC",0.2706479157427938,4510
"Springfield, SC",0.69376,25
"Hueytown, AL",0.31184595375722546,1730
"Robertsdale, AL",0.2738002979145978,1007
"Birmingham, AL",0.3122826155340704,43236
"Cherryvale, KS",0.3858553501945525,14392
"Herndon, VA",0.36292101233517654,9404
"Hickory, PA",0.3359676646706587,668
"South Park, PA",0.24378611111111112,216
"Childs, PA",0.11187090909090909,110
"Hinsdale, IL",0.3494799863387978,1464
"Terre Haute, IN",0.0,3
"Wharton, TX",0.22848403141361256,2674
"Woodsboro, TX",n/a,0
"Streetman, TX",n/a,0
"Pembroke, KY",0.2654482142857143,112
"Rochester, NY",0.15227873475609757,1312
"Benton, LA",0.2326439182915506,1077
"El Cajon, CA",0.4873675,40
"Mammoth Lakes, CA",0.09792517985611511,1251
"Landrum, SC",0.25469905771495877,849
"Little River, SC",0.400595213076474,1713
"Elloree, SC",0.26252592592592594,54
"Trumbull, CT",0.10001578947368421,38
"Clarksville, TN",0.3048748135604817,58464
"Midland, MI",0.50265,16
"Coal Center, PA",0.1741,4
"Stockbridge, GA",0.38840531317494603,2315
"Riegelsville, PA",0.26085816326530614,392
"West Grove, PA",0.2334075652173913,2300
"Tunkhannock, PA",0.14093866666666668,150
"Breinigsville, PA",0.2458409756097561,820
"Conyngham, PA",0.04960740740740741,108
"Mc Kees Rocks, PA",0.2902482614742698,1438
"Manor, PA",0.3386005235602094,764
"Monroe Township, PA",0.06743333333333333,6
"Excelsior, MN",0.3135486197183099,1775
"Detroit Lakes, MN",0.23567738799661878,2366
"Kingston, IL",0.0,4
"Midvale, UT",0.24649807947019867,3020
"Jackson, TN",0.3652651746724891,916
"Paint Rock, AL",0.25934663677130043,223
"Elba, AL",0.0,8
"Marbury, AL",n/a,0
"Deepwater, MO",0.0,3
"Merchantville, NJ",0.18869545454545456,46992
"Drexel Hill, PA",0.37229000370233245,2701
"Providence, RI",0.30858594099240055,13429
"New Enterprise, PA",0.31075090361445784,1328
"Yucaipa, CA",0.23900337909186906,18940
"Grove City, PA",0.3783054644808743,1464
"Joy, IL",n/a,0
"Spokane Valley, WA",0.03694102564102565,156
"Frontenac, MN",0.17417727272727274,22
"Ivins, UT",0.19047787234042554,470
"Perham, MN",0.1479126582278481,79
"Pierz, MN",0.109725,8
"Red Wing, MN",0.2085426536064114,1123
"Slingerlands, NY",-0.11583125,32
"Shingletown, CA",0.5489279411764706,272
"Dauphin Island, AL",0.060594444444444444,36
"Atkinson, NE",0.21765882352941177,85
"Casa, AR",n/a,0
"Greeley, PA",0.13472272727272727,44
"Hartville, OH",0.020544999999999997,40
"Montandon, PA",0.322345,40
"Penllyn, PA",0.36295280898876403,178
"Chadds Ford, PA",0.3329977192982456,1140
"Russell, PA",0.09525677966101695,236
"International Falls, MN",-0.007009999999999998,10
"Winston Salem, NC",0.27974787234042553,94
"Whitmore Lake, MI",0.34873324720068904,1161
"Manhattan, IL",0.23354507042253522,355
"Columbia, MO",0.26766485628715747,22371
"Shreveport, LA",0.24687848826349543,16061
"Nortonville, KS",-0.06882142857142858,42
"Boulder, CO",0.2951181475903615,1328
"Vassar, KS",0.17391674757281553,412
"Lafayette, CO",0.2509248120300752,532
"North Brunswick, NJ",0.12972816901408452,71
"Early Branch, SC",0.38039999999999996,4
"Bee Branch, AR",0.18798928571428572,56
"Letohatchee, AL",0.0,1
"Beaumont, TX",-0.05677142857142858,28
"Versailles, KY",0.29364321680333766,6952
"Farmington, PA",0.22132666666666667,690
"Bolivar, PA",0.21024545454545454,44
"Catasauqua, PA",0.24847589134125636,1178
"East Bangor, PA",0.19076907216494846,194
"Spring Hill, KS",0.1581641827660227,3261
"Lafayette, IN",0.2953617496807152,1566
"Germantown Hills, IL",0.2720866972477064,1308
"Thunderbolt, GA",n/a,0
"Waller, TX",0.266381296887126,11597
"Wills Point, TX",0.21392572016460906,486
"Farmington, UT",0.2279084380610413,557
"Winfield, KS",0.20467088607594938,948
"Alexandria, AL",0.25051848906560636,503
"Long Beach, CA",0.11591959409594096,2710
"Rocklin, CA",0.37519375,576
"Harleyville, SC",0.0,8
"Owens Cross Roads, AL",0.33674010518114533,5134
"Centralia, MO",0.025357894736842104,19
"Portland, OR",0.26580695296523515,11247
"Austin, TX",0.2867561370123692,4204
"Rancho Palos Verdes, CA",0.25279837398373983,1476
"Summerville, PA",0.09210740740740742,162
"Kent, WA",0.19556821705426355,258
"Clarion, PA",0.22680804597701149,174
"Lockport, IL",0.37281514172945823,2787
"Manville, RI",0.22326027397260273,73
"Blackstock, SC",0.3310911917098446,193
"Haines, AK",0.0,6
"Valley Head, AL",0.17023333333333335,12
"Springville, AL",0.34159500211774674,2361
"Gentry, AR",0.29309423076923075,104
"Crossville, AL",0.0,1
"Alvin, TX",0.10469333333333333,180
"Beaver Meadows, PA",0.3465875,32
"Clymer, PA",0.09230666666666668,30
"Penn Hills, PA",0.7397423728813559,118
"Beverly Hills, FL",0.39729214123006834,3512
"Petersburg, PA",0.25261333333333336,30
"Star Junction, PA",0.4545666666666667,54
"Sicklerville, NJ",0.26123612903225807,155
"East Greenville, PA",0.2673678774120318,881
"Ashland, OH",-0.007487804878048777,132
"Mountain City, TN",0.24846666666666667,60
"Billings, MT",0.36768963878326993,2104
"Rice, MN",0.21238636363636365,154
"Prinsburg, MN",n/a,0
"Gloucester, VA",0.32195901038485036,1637
"Thompson, PA",0.2846982300884956,113
"Monroe, TN",0.2373988785046729,1070
"San Antonio, TX",0.2625731800479329,53408
"Fort Loudon, PA",0.36665714285714285,14
"Huntingdon, PA",0.14288934531450578,779
"Curwensville, PA",-0.06,2
"Warrenton, VA",0.36828077624813405,6029
"Daly City, CA",0.17892891474346748,10486
"Parsons, KS",0.13394157458563535,10136
"Frankfort, MI",0.29695999999999995,5
"Brandon, MN",0.0,1
"Irving, TX",0.278805978898007,3412
"Utopia, TX",0.3050018867924528,106
"Butler, KY",0.22381875,64
"Andalusia, AL",0.151856640625,256
"Stowe, VT",0.2452,4
"Chatfield, MN",n/a,0
"Talladega, AL",0.17636367521367521,468
"Haddonfield, NJ",0.27352547770700636,1413
"North Wales, PA",0.26859148727984344,4088
"Clayton, WI",0.14604814814814815,108
"Orlando, FL",0.2469668034105534,12432
"Elizabethville, PA",0.05299411764705882,34
"Rochester, PA",0.4726595015576324,642
"Tremont, PA",0.1987054794520548,146
"Dallastown, PA",0.30518106796116506,824
"Franklin, MA",0.2577990635781173,2029
"Salinas, CA",0.24017868167202572,3110
"Pittston, PA",0.30990060606060604,330
"Gridley, IL",0.1645018181818182,55
"West Lake Hills, TX",0.3989703448275862,290
"Gig Harbor, WA",0.18672500000000003,16
"Murray, KY",0.3259284610431423,1554
"South Burlington, VT",0.21096216216216215,1813
"Severance, CO",0.4128288209606987,6870
"Meridianville, AL",0.20285831395348838,1720
"Central, SC",0.3615018398268398,924
"Pawleys Island, SC",0.38323531799729366,1478
"Elrod, AL",0.31777727272727274,22
"Moscow, OH",0.08464597701149425,348
"Dallas, GA",0.3490096033402923,479
"Bartonsville, PA",0.33345714285714284,298
"Henderson, NV",0.2193620553359684,759
"Forty Fort, PA",0.21621666666666667,360
"Streetsboro, OH",0.47702831325301204,2490
"Gardners, PA",0.23363554376657825,754
"Pringle, PA",0.2728736842105263,76
"Romulus, MI",n/a,0
"Hampton, MN",0.32439973009446693,741
"Elk Grove Village, IL",0.29302809523809525,2100
"Little Rock, AR",0.5377,28
"Winfield, PA",n/a,0
"Arnold, MO",0.28005348268839103,2455
"Sterrett, AL",0.21531111817026682,1574
"Leesburg, FL",0.4721284482758621,464
"Heflin, AL",0.07221666666666667,36
"Midfield, AL",0.22271967213114754,61
"Fayette, AL",n/a,0
"Valley Grande, AL",0.0,3
"Temecula, CA",0.4113760869565217,276
"Boothwyn, PA",0.5874241379310344,116
"Sweeny, TX",n/a,0
"Morgantown, WV",n/a,0
"Foster, RI",0.2602460317460317,189
"Osage, MN",0.0,1
"Lithonia, GA",0.41236703910614525,179
"Simpsonville, KY",0.30433716577540104,374
"Bowling Green, OH",0.27805897435897436,39
"Fort Rucker, AL",0.17995857142857144,70
"Loxley, AL",0.31478217317487267,589
"Luverne, AL",-0.0011111111111111111,9
"Cuba, MO",0.3869495867768595,121
"Woodburn, OR",0.36093685756240823,2724
"Canon City, CO",0.24370117647058825,170
"Exeter, PA",0.20300824742268042,388
"Folcroft, PA",0.5126234042553192,94
"Koppel, PA",-0.14909999999999998,14
"Walla Walla, WA",0.3702164864864865,370
"Wedowee, AL",0.0,3
"Eden Prairie, MN",0.3481297498669505,3758
"Hawley, MN",0.1538358208955224,67
"Freeport, MN",0.17373650793650794,63
"Peoria, AZ",0.4813097048920578,15147
"Lewisburg, KY",0.11800000000000001,5
"Havre De Grace, MD",n/a,0
"Cloverport, KY",0.3438434782608696,23
"Marianna, PA",0.0,1
"Fox River Grove, IL",0.14175056179775283,89
"Park Rapids, MN",0.34527605633802816,71
"Crittenden, KY",0.29124545454545453,11
"Brunson, SC",0.645975,4
"Edisto Island, SC",0.1746280193236715,207
"Eureka Springs, AR",0.2724600539811066,741
"Michie, TN",0.11061794871794872,78
"Allensville, PA",n/a,0
"Casper, WY",0.2626878947368421,190
"Sharpsville, PA",0.18851666666666667,120
"Westminster, MD",0.3271449074074074,432
"Landisville, PA",0.37121528608027327,1171
"Brockton, MA",0.3036132149702411,9915
"Saint Thomas, PA",0.1424,64
"Wolverine Lake, MI",0.2893794326241135,141
"Mendota Heights, MN",0.35529051559516234,1571
"Splendora, TX",0.32464673721340387,1701
"Winfield, TX",0.20467088607594938,948
"Jacksonville, NC",0.27519809523809524,210
"Hillsboro, TX",0.23507032967032968,91
"Altoona, AL",0.2792035360678925,1414
"Athens, AL",0.31565924216662616,8234
"Millbury, OH",0.45904248927038627,233
"Walstonburg, NC",n/a,0
"Great Falls, SC",0.37307368421052634,76
"Bald Knob, AR",0.3761515052888527,2458
"Indiana, PA",0.21767421875,3584
"Littlestown, PA",0.3578653225806452,1240
"Wellsville, PA",-0.15940000000000001,12
"Aliso Viejo, CA",0.25539350691096113,3111
"Salisbury, PA",0.331090573012939,1082
"Walled Lake, MI",0.2844027914614122,609
"Montgomery, MN",0.021882089552238807,67
"Pleasant Hill, CA",0.37106239316239314,117
"Meyersdale, PA",0.32882264150943397,371
"New Orleans, LA",0.23345808525971506,36078
"Asheboro, NC",0.13922857142857142,7
"Mustang, OK",0.05103243243243244,37
"Lena, WI",n/a,0
"Fredericksburg, VA",0.2895050184602762,21939
"Grant, AL",0.2922535483870968,1085
"Herbster, WI",0.3058444444444444,144
"Pickens, SC",0.3125798184730379,1873
"Springdale, AR",0.3280171135646688,19020
"Columbia, PA",0.33403838383838386,1188
"Mount Horeb, WI",0.37433,100
"Hanover, PA",0.3079779122018666,2893
"Lynbrook, NY",0.19412857142857143,2660
"Warfordsburg, PA",0.32094850894632204,1006
"Cresson, PA",0.09437391304347827,46
"Glastonbury, CT",0.40713659147869674,3990
"Fayetteville, PA",0.2793409836065574,976
"McKeesport, PA",0.2921824858757062,1947
"Davis, CA",0.3066886614173228,635
"Carbondale, PA",0.11187090909090909,110
"Hallstead, PA",-0.07358333333333333,12
"Leeper, PA",0.2242544891640867,646
"Jerseyville, IL",0.05893146853146853,143
"Chaska, MN",0.3535346856999749,3993
"Lino Lakes, MN",0.3399008151008151,2331
"Elsah, IL",0.36612941176470587,17
"Blanding, UT",n/a,0
"Galloway, OH",n/a,0
"Osage City, KS",0.2429754716981132,53
"Harlingen, TX",0.2893956834532374,278
"Adger, AL",0.27237614906832297,805
"Youngsville, NC",0.2420411111111111,90
"Greenwood, SC",0.300093408203125,6144
"Hilton Head, SC",0.33401315789473685,608
"Pleasant Hill, MO",0.23253631522896698,2817
"New Brockton, AL",0.16807692307692307,78
"Holt, MO",0.20514309392265195,181
"Albrightsville, PA",0.1725896103896104,308
"Panama City, FL",0.3248392951251647,42504
"Birdsboro, PA",0.23386116352201258,1272
"Huntingdon Valley, PA",0.19746594885598923,1486
"Monument, CO",0.2819401129943503,531
"Port Clinton, PA",0.5520947368421053,38
"Hixson, TN",0.5408942857142858,210
"Mentor On The Lake, OH",0.0,6
"Secane, PA",0.22015806451612904,186
"Muir, PA",0.2361,22
"Erie, IL",-0.002,5
"Apex, NC",0.336044885177453,479
"Portland, TN",0.2762470588235294,68
"Shiner, TX",n/a,0
"Stanton, NE",0.01959696969696968,198
"Weslaco, TX",0.38821410256410255,2886
"Shallowater, TX",0.13356190476190474,126
"Goshen, IN",0.3234605263157895,38
"Mayetta, KS",0.1981190476190476,21
"Salt Lake City, UT",0.30314484965078836,23913
"Harwich, MA",0.2912148730350665,827
"Miami, OK",0.4827556390977444,665
"Hooper, UT",0.25448082706766917,266
"Orange Beach, AL",0.2573205047318612,634
"Cape Fair, MO",0.527825,4
"Millsboro, DE",0.44178740091781393,38352
"Fairborn, OH",0.17918307692307692,130
"Mountain Top, PA",0.20801035254616676,1787
"Nanty Glo, PA",-0.06163636363636364,44
"Boise, ID",0.30054066840277777,4608
"Shrewsbury, PA",0.340243347639485,932
"Spring Mills, PA",0.25862857142857143,14
"Dauberville, PA",0.030546666666666666,30
"New Albany, MS",0.10964,10
"New Salem, PA",0.23605535714285716,224
"Waymart, PA",0.2332638655462185,238
"Plymouth, MN",0.2201884009942005,1207
"Newport News, VA",0.29130881645417367,24943
"West Bloomfield, MI",0.3650672521039151,2733
"Libertyville, IL",0.319138954012624,6654
"Wichita, KS",0.27432041853128897,54526
"Westminster, CO",0.3581111904761905,420
"Whitesboro, TX",0.2771172413793104,58
"Nicholasville, KY",0.26150545580110496,4344
"Rogersville, AL",0.24368064085447264,749
"Dupont, PA",0.25004423076923077,52
"Belvidere, IL",0.3325485714285714,35
"Archdale, NC",0.29928,105
"Branchville, SC",0.398225,4
"Milton, FL",0.5252028571428572,35
"Hinesville, GA",0.26413,30
"Bordentown, NJ",0.19294999999999998,12
"Midland City, AL",0.4024633714880333,962
"Dolomite, AL",0.3736058823529412,17
"Slocomb, AL",0.16236851851851852,108
"Prichard, AL",0.20546478873239438,284
"Woodstock, AL",0.18265481481481483,135
"Hamilton, AL",0.3964616352201258,955
"Highspire, PA",0.356562,400
"Hyndman, PA",0.0,4
"Roaring Spring, PA",0.0,10
"Monroe Township, NJ",0.3388423076923077,260
"Becker, MN",0.3078185231539424,799
"Waxhaw, NC",0.31754017094017095,234
"Sherman Oaks, CA",0.1527208333333333,24
"La Grange Highlands, IL",0.30406855543113104,4465
"Mission Hills, KS",0.3585719696969697,660
"Anchor Point, AK",0.0,3
"Baileyton, AL",0.0,14
"Glouster, OH",n/a,0
"Horton, AL",n/a,0
"Warrenton, OR",0.2536685831622177,1948
"Westland, MI",0.256732687585266,3665
"Denver, CO",0.31827790803005274,18767
"Midlothian, VA",0.27705147765882426,15599
"Emerald Isle, NC",0.29763765903307887,1572
"Mont Alto, PA",0.1516343023255814,344
"St. Charles, MO",0.23287231707317074,824
"Hyattsville, MD",0.210655,320
"New Philadelphia, PA",0.23995555555555556,36
"Sewickley, PA",0.2780594680428742,5038
"White Haven, PA",0.31566533864541835,1508
"Cohasset, MN",0.3511285714285714,7
"Jacksonville, TX",0.36721789473684213,570
"Tupelo, MS",0.08488780487804878,41
"Fisherville, KY",0.3433960247349823,1132
"Brighton, MA",0.29669685767097964,2164
"Foster, KY",0.2060142857142857,7
"East Greenwich, RI",0.31153268933539413,5177
"Attalla, AL",0.29765715846994534,8237
"Lynnwood, WA",-0.08181153846153845,26
"Riverton, UT",0.25964017358958463,1613
"Afton, VA",0.3215962343096234,478
"Westover, PA",0.21496363636363636,209
"West Warwick, RI",0.3397490377213241,1299
"Pelzer, SC",0.3013217636022514,533
"Wilsonville, AL",0.2601505197505197,481
"Marion, AL",-0.09502857142857142,21
"Wolcott, IN",-0.014,5
"Dalton, GA",0.3728377358490566,106
"Blakely, PA",0.2834561224489796,392
"Smithsburg, MD",0.2928383333333333,240
"Hermitage, PA",0.22960683908045976,1740
"Ridley Park, PA",0.3004737373737374,594
"Hopewell, PA",0.3310911917098446,386
"Wayne, MI",0.22995314207650272,732
"Ozark, MO",0.30485904219691895,5973
"Whitehouse, TX",0.30041325543180575,5477
"Trinidad, TX",n/a,0
"Andrews, SC",0.05998055555555556,36
"Deerfield Beach, FL",0.31075090361445784,664
"Calera, AL",0.2790898535780573,4849
"Helena, AL",0.32839443131074336,3808
"White City, OR",0.28658199356913183,622
"Abington, PA",0.24195121951219511,1148
"Beallsville, PA",0.169875,16
"Ellsworth, PA",0.0,8
"Port Matilda, PA",0.23449894242068156,851
"Newfoundland, PA",0.15826307692307692,260
"Saginaw, MI",0.2733,130
"Harveys Lake, PA",0.1545527777777778,144
"West Newton, PA",0.22013225806451614,124
"Darlington, PA",0.37925857400722024,1108
"Kankakee, IL",0.2393679355783309,683
"Newberg, OR",0.2802304347826087,161
"Imperial, MO",0.2604701482004234,2834
"Hillman, MN",0.16084410256410256,195
"Aurora, MO",0.15317774227902023,1878
"Chicago Ridge, IL",0.5305916030534351,786
"Pendleton, KY",0.17707684210526317,95
"Morton, IL",0.1442747663551402,107
"Falls Of Rough, KY",0.10247307692307692,26
